PROVNUM,PROVNAME,STATE,MDScensus,Fine Amount,WorkDate,Total_RN_Hours,Contractor_RN_Hours,Total_LPN_Hours,Contractor_LPN_Hours,Total_CNA_Hours,Contractor_CNA_Hours,Total_Hours,Total_Contractor_Hours,Contractor_Percentage,Opportunity_Score,Opportunity_Tier
525646,CCC OF PEWAUKEE,WI,88.78021978021978,11227944.0,182,4469.0,0.0,12115.0,0.0,29200.0,0.0,45784.0,0.0,0.0,112279440.0,Very High
505485,LINDEN GROVE HEALTH CARE CENTER,WA,106.32967032967034,11179168.0,364,2604.12,0.0,51304.6,0.0,68589.96,0.0,122498.68000000001,0.0,0.0,111791680.0,Very High
375513,THE GOLDEN RULE HOME,OK,39.967032967032964,11058866.0,182,1937.0,0.0,1704.5,0.0,11304.0,0.0,14945.5,0.0,0.0,110588660.0,Very High
165081,FRIENDSHIP VILLAGE RETIREMENT,IA,63.35164835164835,11039938.0,182,8826.58,0.0,10845.54,0.0,33438.48,0.0,53110.600000000006,0.0,0.0,110399380.0,Very High
505334,LIFE CARE CENTER OF KIRKLAND,WA,90.10989010989012,10997441.0,273,25796.22,0.0,10071.54,0.0,57089.16,0.0,92956.92000000001,0.0,0.0,109974410.0,Very High
455930,CEDAR RIDGE REHABILITATION AND HEALTHCARE CENTER,TX,83.14285714285714,10971506.0,273,4092.87,0.0,20253.69,0.0,41701.47,0.0,66048.03,0.0,0.0,109715060.0,Very High
155857,TRANQUILITY NURSING AND REHAB,IN,33.582417582417584,10970687.0,1729,32832.0,0.0,0.0,0.0,24377.95,0.0,57209.95,0.0,0.0,109706870.0,Very High
465083,CRESTWOOD REHABILITATION AND NURSING,UT,69.61538461538461,10859303.0,1183,22829.170000000002,0.0,39817.44,0.0,147627.22,0.0,210273.83000000002,0.0,0.0,108593030.0,Very High
025018,PROVIDENCE TRANSITIONAL CARE CENTER,AK,47.62637362637363,10841012.0,182,13747.62,0.0,5896.3,0.0,23510.66,0.0,43154.58,0.0,0.0,108410120.0,Very High
056431,INLAND VALLEY CARE AND REHABILITATION CENTER,CA,225.58241758241758,17605770.0,819,77796.09,1296.0,291439.89,0.0,426243.77999999997,0.0,795479.76,1296.0,0.16292054998357217,108063531.59116668,Very High
056471,GOOD SAMARITAN HEALTHCARE CENTER - HAYWARD,CA,60.1978021978022,10799152.0,1911,25401.18,0.0,100755.06,0.0,267195.39,0.0,393351.63,0.0,0.0,107991520.0,Very High
135103,PRESTIGE CARE & REHABILITATION - THE ORCHARDS,ID,49.84615384615385,10761933.0,364,18268.88,0.0,5377.48,0.0,34400.08,0.0,58046.44,0.0,0.0,107619330.0,Very High
375529,EASTWOOD MANOR,OK,31.835164835164836,10681944.0,1820,12780.0,0.0,42185.0,0.0,119100.0,0.0,174065.0,0.0,0.0,106819440.0,Very High
146172,SPRING CREEK,IL,100.86813186813187,10527244.0,91,1963.75,0.0,6372.0,0.0,14946.75,0.0,23282.5,0.0,0.0,105272440.0,Very High
385273,PIONEER NURSING HOME,OR,16.318681318681318,10421320.0,91,1382.57,0.0,1619.31,0.0,4669.96,0.0,7671.84,0.0,0.0,104213200.0,Very High
455699,PARADIGM AT THE CREEK,TX,76.41758241758242,10036572.0,273,3069.0,0.0,13281.75,0.0,30885.99,0.0,47236.740000000005,0.0,0.0,100365720.0,Very High
165145,EMBASSY REHAB AND CARE CENTER,IA,41.76923076923077,9908535.0,273,6008.79,0.0,6631.44,0.0,17214.09,0.0,29854.32,0.0,0.0,99085350.0,Very High
455762,SAN ANTONIO WELLNESS & REHABILITATION,TX,119.62637362637362,9826362.0,273,7594.62,0.0,26087.46,0.0,37285.38,0.0,70967.45999999999,0.0,0.0,98263620.0,Very High
396078,HORSHAM CENTER FOR JEWISH LIFE,PA,303.74725274725273,9707152.0,182,18503.5,0.0,53617.8,0.0,106577.2,0.0,178698.5,0.0,0.0,97071520.0,Very High
255103,EDGEWOOD HEALTH & REHABILITATION,MS,113.0989010989011,9602138.0,546,14235.0,0.0,63633.0,0.0,161010.0,0.0,238878.0,0.0,0.0,96021380.0,Very High
115772,MESUN HEALTH AND REHABILITATION CENTER,GA,89.4065934065934,9552270.0,1820,77850.0,0.0,112670.0,0.0,215600.0,0.0,406120.0,0.0,0.0,95522700.0,Very High
515047,WORTHINGTON HEALTHCARE CENTER,WV,97.14285714285714,9476831.0,182,6373.5,0.0,11914.0,0.0,36765.5,0.0,55053.0,0.0,0.0,94768310.0,Very High
265826,PUTNAM COUNTY CARE CENTER,MO,52.40659340659341,9444890.0,273,1836.75,0.0,7656.75,0.0,13006.95,0.0,22500.45,0.0,0.0,94448900.0,Very High
505151,CASHMERE POST ACUTE,WA,88.14285714285714,9444162.0,182,13014.04,0.0,1565.28,0.0,35944.4,0.0,50523.72,0.0,0.0,94441620.0,Very High
495155,ANNANDALE  HEALTHCARE CENTER,VA,212.12087912087912,9243325.0,182,11337.5,0.0,31721.5,0.0,79121.5,0.0,122180.5,0.0,0.0,92433250.0,Very High
465165,MSM BRIGHAM CITY LLC,UT,32.53846153846154,9215752.0,364,21748.079999999998,0.0,1709.08,0.0,31361.0,0.0,54818.159999999996,0.0,0.0,92157520.0,Very High
445467,ALAMO NURSING AND REHABILITATION CENTER,TN,64.16483516483517,9172709.0,546,14811.84,0.0,38944.86,0.0,76049.1,0.0,129805.8,0.0,0.0,91727090.0,Very High
146164,COMMUNITY CARE NURSING CENTER,IL,50.43956043956044,9149686.0,910,25754.0,0.0,36308.0,0.0,87424.0,0.0,149486.0,0.0,0.0,91496860.0,Very High
065100,ROCK CANYON RESPIRATORY AND REHABILITATION CENTER,CO,128.43956043956044,9130576.0,364,19048.44,0.0,33741.96,0.0,73204.28,0.0,125994.68,0.0,0.0,91305760.0,Very High
056259,NORTHVINE POSTACUTE CARE,CA,48.61538461538461,8978515.0,1092,12878.64,0.0,47164.08,0.0,133142.16,0.0,193184.88,0.0,0.0,89785150.0,Very High
455866,BROOKDALE WESTLAKE HILLS,TX,64.32967032967034,27351051.0,455,7760.0,0.0,32351.25,331.25,68035.65,0.0,108146.9,331.25,0.30629634321464605,89296041.58164226,Very High
056317,GLENOAKS CONVALESCENT HOSPITAL,CA,86.01098901098901,8927009.0,1183,9874.54,0.0,79393.21,0.0,233405.12,0.0,322672.87,0.0,0.0,89270090.0,Very High
105262,BLUE LAKE POST ACUTE,FL,49.395604395604394,8797243.0,1547,30152.39,0.0,38733.65,0.0,182101.62,0.0,250987.66,0.0,0.0,87972430.0,Very High
375520,NORTHWEST NURSING CENTER,OK,45.76923076923077,8773947.0,273,4259.58,0.0,12691.02,0.0,14080.11,0.0,31030.71,0.0,0.0,87739470.0,Very High
445471,HENDERSON HEALTH AND REHABILITATION CENTER,TN,73.93406593406593,8736728.0,182,3228.5,0.0,13376.5,0.0,28894.5,0.0,45499.5,0.0,0.0,87367280.0,Very High
445008,SISKIN SUBACUTE WEST,TN,33.68131868131868,8546629.0,91,3279.25,0.0,3740.5,0.0,7774.0,0.0,14793.75,0.0,0.0,85466290.0,Very High
345036,ELIZABETH CITY HEALTH AND REHABILITATION,NC,148.54945054945054,8495123.0,273,9387.87,0.0,46678.65,0.0,91020.0,0.0,147086.52000000002,0.0,0.0,84951230.0,Very High
255244,SUNPLEX SUB-ACUTE CENTER,MS,57.032967032967036,8412859.0,91,1981.1,0.0,5312.37,0.0,13064.33,0.0,20357.8,0.0,0.0,84128590.0,Very High
146195,IGNITE MEDICAL MCHENRY,IL,72.95604395604396,8363173.0,273,19662.48,0.0,9828.78,0.0,33236.31,0.0,62727.57,0.0,0.0,83631730.0,Very High
385189,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE,OR,66.49450549450549,8360534.0,91,2108.25,0.0,6246.0,0.0,20635.55,0.0,28989.8,0.0,0.0,83605340.0,Very High
455812,PARADIGM AT FIRST COLONY,TX,109.57142857142857,19597305.0,182,7061.5,0.0,14324.8,141.0,36872.0,0.0,58258.3,141.0,0.2420255997857816,80972033.60861702,Very High
035175,DESERT PEAK CARE CENTER,AZ,132.16483516483515,7935564.0,182,7423.74,0.0,20410.94,0.0,69448.76,0.0,97283.44,0.0,0.0,79355640.0,Very High
455682,AFTON OAKS NURSING CENTER,TX,109.92307692307692,3050957.0,182,3150.2,16.0,12910.32,0.0,25507.92,0.0,41568.44,16.0,0.038490739609184275,79264701.873175,Very High
265884,"SUPERIOR MANOR OF FESTUS, LLC",MO,49.69230769230769,7899073.0,1638,42744.96,0.0,8441.64,0.0,79835.94,0.0,131022.54000000001,0.0,0.0,78990730.0,Very High
455641,PALO DURO NURSING HOME,TX,36.10989010989011,7897617.0,1456,18802.24,0.0,51230.88,0.0,85968.16,0.0,156001.28,0.0,0.0,78976170.0,Very High
455903,LAKE LODGE NURSING & REHABILITATION,TX,69.93406593406593,7888062.0,364,8085.44,0.0,25295.36,0.0,46844.68,0.0,80225.48000000001,0.0,0.0,78880620.0,Very High
165585,ASPIRE OF MUSCATINE,IA,36.879120879120876,7851389.0,1547,35253.75,0.0,9834.5,0.0,89488.0,0.0,134576.25,0.0,0.0,78513890.0,Very High
055076,SPRING VALLEY POST ACUTE LLC,CA,125.7032967032967,7834645.0,1729,58878.53,0.0,207966.59,0.0,554302.58,0.0,821147.7,0.0,0.0,78346450.0,Very High
135147,MERIDIAN MEADOWS TRANSITIONAL CARE,ID,45.34065934065934,7828002.0,182,2181.48,0.0,5933.8,0.0,21518.26,0.0,29633.54,0.0,0.0,78280020.0,Very High
445510,WHARTON NURSING HOME,TN,45.24175824175824,7823452.0,455,7626.35,0.0,31050.15,0.0,43722.5,0.0,82399.0,0.0,0.0,78234520.0,Very High
425334,MARTHA FRANKS BAPTIST RETIREMENT CENTER,SC,73.16483516483517,7708428.0,91,2129.29,0.0,6850.61,0.0,16880.72,0.0,25860.620000000003,0.0,0.0,77084280.0,Very High
185127,DANVILLE CENTRE FOR HEALTH & REHABILITATION,KY,77.91208791208791,7683585.0,91,2965.65,0.0,6760.09,0.0,12694.7,0.0,22420.440000000002,0.0,0.0,76835850.0,Very High
275061,LOGAN HEALTH CARE CENTER - SHELBY,MT,20.736263736263737,7620886.0,819,12576.42,0.0,0.0,0.0,43421.04,0.0,55997.46,0.0,0.0,76208860.0,Very High
245512,FIRST CARE LIVING CENTER,MN,30.813186813186814,7620886.0,182,2398.0,0.0,6168.0,0.0,14808.5,0.0,23374.5,0.0,0.0,76208860.0,Very High
455689,SAN PEDRO MANOR,TX,79.79120879120879,7617246.0,728,9320.4,0.0,46581.840000000004,0.0,90169.12,0.0,146071.36,0.0,0.0,76172460.0,Very High
165207,GOOD SAMARITAN SOCIETY - HOLSTEIN,IA,55.78021978021978,13874315.0,91,2113.54,19.75,2201.91,0.0,11148.54,8.5,15463.990000000002,28.25,0.182682477161457,75947705.6342832,Very High
065228,ORCHARD VALLEY HEALTH AND REHABILITATION CENTER,CO,73.3956043956044,4448171.0,455,20100.75,0.0,13987.9,0.0,55416.0,52.5,89504.65,52.5,0.05865617037774016,75834664.47526665,Very High
515186,BLUESTONE HEALTH AND REHABILITATION,WV,54.05494505494506,7506226.0,1547,0.0,0.0,86998.35,0.0,131349.65,0.0,218348.0,0.0,0.0,75062260.0,Very High
255299,VINEYARD COURT NURSING CENTER,MS,47.934065934065934,7480473.0,273,4707.6,0.0,16148.64,0.0,31725.45,0.0,52581.69,0.0,0.0,74804730.0,Very High
165169,GOOD SAMARITAN SOCIETY - DAVENPORT,IA,84.71428571428571,7417410.0,182,9185.2,0.0,9436.3,0.0,18987.96,0.0,37609.46,0.0,0.0,74174100.0,Very High
455490,THE LAKES AT TEXAS CITY,TX,75.07692307692308,7406763.0,364,4510.24,0.0,13929.96,0.0,40458.16,0.0,58898.36,0.0,0.0,74067630.0,Very High
455684,LONGVIEW HILL NURSING AND REHABILITATION CENTER,TX,117.64835164835165,7391202.0,364,5540.64,0.0,41873.72,0.0,72479.28,0.0,119893.64,0.0,0.0,73912020.0,Very High
105012,ASPIRE AT THE SEA - PASADENA,FL,46.032967032967036,7381192.0,1456,17051.04,0.0,53612.16,0.0,142002.88,0.0,212666.08000000002,0.0,0.0,73811920.0,Very High
165613,NORTHRIDGE VILLAGE,IA,36.38461538461539,7298200.0,91,1548.91,0.0,1978.55,0.0,8046.89,0.0,11574.35,0.0,0.0,72982000.0,Very High
255207,PLAZA COMMUNITY LIVING CENTER,MS,93.04395604395604,7241780.0,91,4884.35,0.0,5422.2,0.0,15467.02,0.0,25773.57,0.0,0.0,72417800.0,Very High
146138,MERCER MANOR REHABILITATION,IL,58.857142857142854,13012545.0,182,4741.5,0.0,5561.5,0.0,20207.72,54.980000000000004,30510.72,54.980000000000004,0.18019895957879722,72212098.39621681,Very High
375457,BETTY ANN NURSING CENTER,OK,50.0989010989011,7206108.0,182,1165.88,0.0,6215.6,0.0,19759.3,0.0,27140.78,0.0,0.0,72061080.0,Very High
345159,LINCOLNTON REHABILITATION CENTER,NC,95.56043956043956,7127939.0,182,7410.5,0.0,15578.5,0.0,39236.5,0.0,62225.5,0.0,0.0,71279390.0,Very High
455493,VISTA HILLS HEALTH CARE CENTER,TX,87.08791208791209,7110285.0,91,2616.56,0.0,5227.68,0.0,14552.77,0.0,22397.010000000002,0.0,0.0,71102850.0,Very High
455963,CARTHAGE HEALTHCARE CENTER,TX,47.065934065934066,7097727.0,364,2957.28,0.0,16668.52,0.0,22229.92,0.0,41855.72,0.0,0.0,70977270.0,Very High
345049,RALEIGH REHABILITATION CENTER,NC,137.27472527472528,7076160.0,364,7920.0,0.0,58306.0,0.0,106326.0,0.0,172552.0,0.0,0.0,70761600.0,Very High
535042,SHEPHERD OF THE VALLEY REHABILITATION AND WELLNESS,WY,149.04395604395606,7048678.0,455,24098.75,0.0,20573.75,0.0,103582.5,0.0,148255.0,0.0,0.0,70486780.0,Very High
255092,COASTAL HEALTH AND REHABILITATION CENTER,MS,125.94505494505495,7034937.0,273,8384.82,0.0,32609.46,0.0,68948.55,0.0,109942.83,0.0,0.0,70349370.0,Very High
505262,SHORELINE HEALTH AND REHABILITATION,WA,81.72527472527473,7029386.0,91,3339.6,0.0,6171.16,0.0,17968.71,0.0,27479.47,0.0,0.0,70293860.0,Very High
455601,ALVARADO LTC PARTNERS INC,TX,61.7032967032967,6927830.0,364,1835.84,0.0,16004.24,0.0,29585.2,0.0,47425.28,0.0,0.0,69278300.0,Very High
265846,ABUNDANT ACRES CARE AND REHAB,MO,46.91208791208791,6907628.0,364,3560.88,0.0,1442.04,0.0,10021.76,0.0,15024.68,0.0,0.0,69076280.0,Very High
085041,DELMAR NURSING & REHABILITATION CENTER,DE,73.0989010989011,2243696.0,182,6001.36,0.0,9350.58,0.0,30336.86,15.0,45688.8,15.0,0.03283080317276882,68341185.2032,Very High
395265,"PAVILION AT ST LUKE VILLAGE, THE",PA,98.67032967032966,6745466.0,273,9394.29,0.0,18962.91,0.0,49592.52,0.0,77949.72,0.0,0.0,67454660.0,Very High
065395,"SUITES AT HOLLY CREEK CARE CENTER, THE",CO,23.043956043956044,6733909.0,455,13508.5,0.0,8997.5,0.0,34074.0,0.0,56580.0,0.0,0.0,67339090.0,Very High
055147,MADERA REHABILITATION & NURSING CENTER,CA,164.07692307692307,6722898.0,364,25118.68,0.0,43670.6,0.0,149670.48,0.0,218459.76,0.0,0.0,67228980.0,Very High
455835,INTERLOCHEN HEALTH AND REHABILITATION CENTER,TX,80.3076923076923,6712251.0,455,3275.75,0.0,42379.75,0.0,58044.05,0.0,103699.55,0.0,0.0,67122510.0,Very High
455523,MORNINGSIDE MANOR,TX,74.15384615384616,6655376.0,182,4240.26,0.0,14116.460000000001,0.0,23710.14,0.0,42066.86,0.0,0.0,66553760.0,Very High
345077,SUNNYBROOK REHABILITATION CENTER,NC,84.04395604395604,6629805.0,364,12662.0,0.0,30112.0,0.0,63515.0,0.0,106289.0,0.0,0.0,66298050.0,Very High
255102,DIVERSICARE OF RIPLEY,MS,112.74725274725274,6624163.0,273,13111.710000000001,0.0,21459.0,0.0,52060.26,0.0,86630.97,0.0,0.0,66241630.0,Very High
515070,PUTNAM CENTER,WV,116.02197802197803,6590493.0,182,12923.0,0.0,13982.38,0.0,31660.38,0.0,58565.759999999995,0.0,0.0,65904930.0,Very High
515146,MARMET CENTER,WV,85.18681318681318,6570655.0,91,2503.44,0.0,7041.56,0.0,13109.61,0.0,22654.61,0.0,0.0,65706550.0,Very High
515086,BECKLEY HEALTHCARE CENTER,WV,187.97802197802199,6568653.0,364,21968.0,0.0,62961.0,0.0,105062.0,0.0,189991.0,0.0,0.0,65686530.0,Very High
035146,LIFE CARE CENTER OF PARADISE VALLEY,AZ,88.03296703296704,6565377.0,91,2919.03,0.0,7930.57,0.0,17891.0,0.0,28740.6,0.0,0.0,65653770.0,Very High
505514,RICHLAND POST ACUTE,WA,64.51648351648352,6541080.0,91,5336.12,0.0,1584.4,0.0,15748.13,0.0,22668.65,0.0,0.0,65410800.0,Very High
535024,CASPER MOUNTAIN REHABILITATION AND CARE CENTER,WY,73.67032967032966,2499497.0,273,14065.68,21.6,7432.5,0.0,34196.61,0.0,55694.79,21.6,0.03878280176655662,64448592.833624996,Very High
455861,LANDMARK OF PLANO REHABILITATION AND NURSING CENTE,TX,51.37362637362637,6427057.0,91,353.59,0.0,4780.76,0.0,8047.76,0.0,13182.11,0.0,0.0,64270570.0,Very High
155077,ENVIVE OF INDIANAPOLIS,IN,95.24175824175825,6398301.0,273,11721.3,0.0,14618.28,0.0,64035.84,0.0,90375.42,0.0,0.0,63983010.0,Very High
165557,DEERFIELD HEALTH CARE CENTER,IA,25.87912087912088,6386744.0,91,1889.25,0.0,1997.0,0.0,7620.25,0.0,11506.5,0.0,0.0,63867440.0,Very High
535036,RAWLINS REHABILITATION AND WELLNESS,WY,34.69230769230769,6334237.0,819,17030.25,0.0,13448.25,0.0,57325.5,0.0,87804.0,0.0,0.0,63342370.0,Very High
375557,BOYCE MANOR NURSING HOME,OK,52.79120879120879,6261255.0,182,534.02,0.0,4100.68,0.0,11160.92,0.0,15795.62,0.0,0.0,62612550.0,Very High
165191,GOOD SAMARITAN SOCIETY - RED OAK,IA,41.45054945054945,6260436.0,91,1716.06,0.0,2408.08,0.0,6579.9800000000005,0.0,10704.119999999999,0.0,0.0,62604360.0,Very High
455744,MULBERRY MANOR,TX,78.14285714285714,19507124.0,273,9322.5,0.0,8535.0,0.0,28399.5,145.5,46257.0,145.5,0.31454698748297555,62016565.97030928,Very High
045421,ASHLEY REHABILITATION AND HEALTH CARE CENTER,AR,61.7032967032967,6195280.0,91,837.82,0.0,2872.41,0.0,4959.94,0.0,8670.17,0.0,0.0,61952800.0,Very High
125026,"KUAKINI GERIATRIC CARE, INC",HI,109.35164835164835,6182358.0,364,39682.12,0.0,14754.44,0.0,78588.2,0.0,133024.76,0.0,0.0,61823580.0,Very High
375463,PAULS VALLEY CARE CENTER,OK,33.54945054945055,6148415.0,546,1395.0,0.0,14386.5,0.0,37311.18,0.0,53092.68,0.0,0.0,61484150.0,Very High
165599,CEDAR MANOR NURSING HOME,IA,50.51648351648352,6104917.0,455,9937.85,0.0,12516.9,0.0,54769.4,0.0,77224.15,0.0,0.0,61049170.0,Very High
535026,BIG HORN REHABILITATION AND CARE CENTER,WY,73.3956043956044,5334147.0,364,16845.72,64.0,11265.68,0.0,45110.96,0.0,73222.36,64.0,0.08740499486768796,61027942.48858125,Very High
335829,ADIRA AT RIVERSIDE REHABILITATION AND NURSING,NY,116.37362637362638,6084169.0,91,15713.75,0.0,3123.25,0.0,23271.25,0.0,42108.25,0.0,0.0,60841690.0,Very High
065316,HILLCREST CARE CENTER,CO,38.92307692307692,6023836.0,819,16532.91,0.0,11265.93,0.0,82675.17,0.0,110474.01,0.0,0.0,60238360.0,Very High
505355,AUBURN POST ACUTE,WA,72.31868131868131,43015518.0,546,17522.7,0.0,30739.5,840.0,69361.31999999999,0.0,117623.51999999999,840.0,0.7141428857085727,60233769.54504,Very High
14E847,AVENUES AT SPRINGFIELD,IL,61.72527472527472,6006000.0,91,477.6,0.0,2220.6,0.0,6712.3,0.0,9410.5,0.0,0.0,60060000.0,Very High
515131,SISTERSVILLE CENTER,WV,61.285714285714285,8040487.0,182,5361.36,0.0,6112.86,43.28,20712.24,0.0,32186.46,43.28,0.13446648062570413,59795474.40065156,Very High
505367,WILLOW SPRINGS CARE AND REHABILITATION,WA,59.604395604395606,5955768.0,273,7689.3,0.0,16367.49,0.0,35079.75,0.0,59136.54,0.0,0.0,59557680.0,Very High
465104,OREM REHABILITATION AND NURSING CENTER,UT,77.50549450549451,3490487.0,91,4969.8,12.75,4384.87,0.0,12381.63,0.0,21736.3,12.75,0.058657637224366614,59506096.13968627,Very High
105257,ASPIRE AT SAINT LUCIE,FL,103.17582417582418,5947851.0,182,13998.48,0.0,7068.82,0.0,43141.08,0.0,64208.380000000005,0.0,0.0,59478510.0,Very High
455582,BAY VILLA HEALTHCARE CENTER,TX,49.37362637362637,5947669.0,182,2525.0,0.0,6323.5,0.0,12793.5,0.0,21642.0,0.0,0.0,59476690.0,Very High
396026,CONCORDIA AT VILLA ST JOSEPH,PA,112.71428571428571,5920915.0,182,14051.0,0.0,12530.5,0.0,47901.38,0.0,74482.88,0.0,0.0,59209150.0,Very High
175236,"HUTCHINSON OPERATOR, LLC",KS,42.02197802197802,5880329.0,182,3124.4,0.0,4542.06,0.0,16313.539999999999,0.0,23980.0,0.0,0.0,58803290.0,Very High
455557,THE PALMS NURSING & REHABILITATION,TX,106.04395604395604,5855395.0,273,12987.0,0.0,17358.0,0.0,38547.75,0.0,68892.75,0.0,0.0,58553950.0,Very High
185096,LANDMARK OF IROQUOIS PARK REHAB AND NURSING CENTER,KY,84.73626373626374,5814900.0,1001,24326.72,0.0,71615.5,0.0,126742.22,0.0,222684.44,0.0,0.0,58149000.0,Very High
455915,GRANBURY CARE CENTER,TX,140.15384615384616,3722355.0,273,3877.23,0.0,29248.44,0.0,47289.75,51.75,80415.42,51.75,0.06435332924953945,57842461.97373914,Very High
455621,VALLEY GRANDE MANOR,TX,107.34065934065934,5771402.0,182,905.96,0.0,16268.32,0.0,22744.36,0.0,39918.64,0.0,0.0,57714020.0,Very High
395893,CARE PAVILION NURSING AND REHABILITATION CENTER,PA,288.3736263736264,35253855.0,637,55719.090000000004,3373.09,145484.5,0.0,346568.25,0.0,547771.84,3373.09,0.6157837540535126,57250381.758100726,Very High
515105,ROSEWOOD CENTER,WV,62.27472527472528,5690321.0,182,3978.48,0.0,8520.48,0.0,18615.86,0.0,31114.82,0.0,0.0,56903210.0,Very High
065121,"PAVILION AT VILLA PUEBLO, THE",CO,76.43956043956044,5637723.0,455,19396.25,0.0,23062.5,0.0,65917.5,0.0,108376.25,0.0,0.0,56377230.0,Very High
105261,ATHENS POST ACUTE LLC,FL,52.395604395604394,5618704.0,910,22030.4,0.0,23795.7,0.0,118452.8,0.0,164278.90000000002,0.0,0.0,56187040.0,Very High
375492,HOMESTEAD OF HUGO,OK,50.494505494505496,5617976.0,364,3738.44,0.0,8787.16,0.0,28543.84,0.0,41069.44,0.0,0.0,56179760.0,Very High
255172,STARKVILLE MANOR HEALTH CARE AND REHABILITATION CE,MS,112.85714285714286,5611333.0,182,8162.98,0.0,12191.1,0.0,43411.18,0.0,63765.26,0.0,0.0,56113330.0,Very High
505252,AVAMERE REHABILITATION OF BURIEN,WA,90.2967032967033,5606237.0,182,8883.0,0.0,13231.0,0.0,42145.0,0.0,64259.0,0.0,0.0,56062370.0,Very High
105327,CASA MORA REHABILITATION AND EXTENDED CARE,FL,207.7,2928800.0,40,2326.0,12.0,4299.5,0.0,16217.75,0.0,22843.25,12.0,0.052531929563437774,55752758.833333336,Very High
175253,ROLLING HILLS HEALTH AND REHAB,KS,67.27472527472527,5476380.0,182,2742.36,0.0,8437.16,0.0,9040.96,0.0,20220.48,0.0,0.0,54763800.0,Very High
515076,HOLBROOK HEALTHCARE CENTER,WV,107.83516483516483,5475197.0,91,2449.5,0.0,7255.5,0.0,18683.26,0.0,28388.26,0.0,0.0,54751970.0,Very High
455626,OAKMONT GUEST CARE CENTER,TX,109.5934065934066,5433519.0,455,12161.85,0.0,30703.05,0.0,76358.3,0.0,119223.20000000001,0.0,0.0,54335190.0,Very High
025039,MAPLE SPRINGS OF PALMER,AK,62.417582417582416,5419050.0,546,39869.58,0.0,30361.68,0.0,100274.16,0.0,170505.42,0.0,0.0,54190500.0,Very High
285072,GOOD SAMARITAN SOCIETY - HASTINGS VILLAGE,NE,35.79120879120879,5389930.0,455,6795.85,0.0,13019.2,0.0,17467.3,0.0,37282.350000000006,0.0,0.0,53899300.0,Very High
445535,LAURELBROOK NURSING HOME,TN,44.94505494505494,5380921.0,91,2258.5,0.0,3794.25,0.0,10684.95,0.0,16737.7,0.0,0.0,53809210.0,Very High
056451,WINDSOR CARE CENTER OF CHEVIOT HILLS,CA,86.8021978021978,5327231.0,1092,6764.5199999999995,0.0,96646.2,0.0,232773.84,0.0,336184.56,0.0,0.0,53272310.0,Very High
295020,ROSEWOOD REHABILITATION CENTER,NV,81.79120879120879,1325870.0,91,1243.07,0.0,7826.18,6.0,15002.68,0.0,24071.93,6.0,0.024925296808357287,53193749.715166666,Very High
395864,JUNIPER VILLAGE AT BUCKS COUNTY REHAB AND SKD CARE,PA,11.725274725274724,5318495.0,1001,16178.25,0.0,16046.25,0.0,43114.5,0.0,75339.0,0.0,0.0,53184950.0,Very High
435035,ROLLING HILLS HEALTHCARE,SD,52.582417582417584,5294380.0,182,2276.3,0.0,3621.16,0.0,13930.5,0.0,19827.96,0.0,0.0,52943800.0,Very High
445425,MILLINGTON HEALTHCARE CENTER,TN,67.27472527472527,5288374.0,455,7871.0,0.0,37611.0,0.0,64331.5,0.0,109813.5,0.0,0.0,52883740.0,Very High
275091,VALLEY VIEW HOME,MT,49.032967032967036,5261620.0,455,8746.95,0.0,9850.7,0.0,56101.1,0.0,74698.75,0.0,0.0,52616200.0,Very High
255109,DIVERSICARE OF SOUTHAVEN,MS,128.67032967032966,4206657.0,364,12808.32,0.0,34130.8,118.8,99965.52,0.0,146904.64,118.8,0.08086878671769658,52018302.37276769,Very High
185048,COLONIAL NURSING AND REHABILITATION CENTER,KY,46.40659340659341,5169983.0,182,5014.36,0.0,3758.26,0.0,13646.74,0.0,22419.36,0.0,0.0,51699830.0,Very High
255257,THE WINDSOR PLACE,MS,113.32967032967034,5167253.0,182,6791.04,0.0,13039.94,0.0,59277.28,0.0,79108.26,0.0,0.0,51672530.0,Very High
065108,"VILLAS AT SUNNY ACRES, THE",CO,149.6153846153846,5166798.0,364,24858.64,0.0,26748.68,0.0,112640.52,0.0,164247.84,0.0,0.0,51667980.0,Very High
165225,CENTERVILLE SPECIALTY CARE,IA,42.527472527472526,5155787.0,91,1027.6,0.0,2954.79,0.0,7817.73,0.0,11800.119999999999,0.0,0.0,51557870.0,Very High
375583,PARC PLACE MEDICAL RESORT,OK,64.58241758241758,5134220.0,273,18537.93,0.0,21995.7,0.0,43229.58,0.0,83763.21,0.0,0.0,51342200.0,Very High
105286,BARTOW CENTER,FL,116.85714285714286,1171261.0,91,2789.5,7.0,6818.25,0.0,21060.5,0.0,30668.25,7.0,0.022824908496572188,51315035.9475,Very High
455467,ASBURY CARE CENTER OF ALAMO,TX,66.98901098901099,5101642.0,91,910.88,0.0,7638.48,0.0,10310.1,0.0,18859.46,0.0,0.0,51016420.0,Very High
27A052,MONTANA MENTAL HEALTH NURSING HOME,MT,63.69230769230769,5093452.0,273,26724.18,0.0,0.0,0.0,69029.43,0.0,95753.60999999999,0.0,0.0,50934520.0,Very High
